NOME,BAIRRO,RPA,REGIÃO,ENDEREÇO,LATITUDE,LONGITUDE,bairro_normalizado
ORLA BOA VIAGEM - QUIOSQUE 3-01,BOA VIAGEM,6,SUL,"R. Cap. Rebelinho, 447 - Pina, Recife - PE, 51011-010, Brazil",-8.09502404321073,-34.8837567793939,BOA VIAGEM
ORLA BOA VIAGEM - QUIOSQUE 32-01,BOA VIAGEM,6,SUL,"Av. Boa Viagem, 32 - Boa Viagem, Recife - PE, 51011-000, Brazil",-8.12694801197613,-34.8976644485827,BOA VIAGEM
ORLA BOA VIAGEM - QUIOSQUE 33-01,BOA VIAGEM,6,SUL,"Av. Boa Viagem, 33 - Boa Viagem, Recife - PE, 51011-000, Brazil",-8.12835892393216,-34.8981396689421,BOA VIAGEM
ORLA BOA VIAGEM - QUIOSQUE 38-01,BOA VIAGEM,6,SUL,"Av. Boa Viagem, 38 - Boa Viagem, Recife - PE, 51011-000, Brazil",-8.13349501260478,-34.9004767231395,BOA VIAGEM
ORLA BOA VIAGEM - QUIOSQUE 45-01,BOA VIAGEM,6,SUL,"Av. Boa Viagem, 45 - Boa Viagem, Recife - PE, 51011-000, Brazil",-8.13887062353118,-34.9023605003133,BOA VIAGEM
PATIO SAO PEDRO - CASA 10-01,SÃO JOSË,1,CENTRO,"R. Felipe Camarão, 119 - São José, Recife - PE, 50020-250, Brazil",-8.0670234,-34.8789351,SAO JOSE
PATIO SAO PEDRO - CASA CARNAVAL-01,SAO JOSE,1,CENTRO,"R. das Águas Verdes, 38 - São José, Recife - PE, 50020-545, Brazil",-8.06702177009843,-34.8791909095792,SAO JOSE
PC  ENTRONCAMENTO-02,GRAÇAS,3,NOROESTE,"Av. Rui Barbosa, 879 - Graças, Recife - PE, 52011-040, Brazil",-8.0454534,-34.9020349,GRACAS
PC  HENJI GEMBA,BOA VIAGEM,6,SUL,"Praça da Morte - R. Felíciano José de Farias, 157 - Boa Viagem, Recife - PE, 51030-450, Brazil",-8.1329263,-34.9043207,BOA VIAGEM
PC ABC-01,MUSTARDINHA,5,SUDESTE,"Rua Ernesto Cavalcanti, 41 - Mustardinha, Recife - PE, 50760-002, Brazil",-8.07384414367507,-34.9181010268781,MUSTARDINHA
PC ABELARDO BALTAR-01,PINA,6,SUL,"Praça Abelardo Baltar, 55 - Pina, Recife - PE, 51010-610, Brazil",-8.087275,-34.8831019,PINA
PC ABELARDO RIJO-01,CABANGA,1,CENTRO,"Clube Cabaga - Av. Eng. José Estelita - Cabanga - Cabanga, Recife - PE, 50090, Brazil",-8.0781686,-34.891742,CABANGA
PC AEREO XAVIER,CORDEIRO,4,OESTE,"R. Dom José Pereira Alves, 250 - Cordeiro, Recife - PE, 50721-020, Brazil",-8.050299,-34.9262634,CORDEIRO
PC ALBERTO VANDERLE,PORTO DA MADEIRA,2,NORTE,"Praça Dr. Alberto Wanderley - Fundão - Porto da Madeira, Recife - PE, 52221-180, Brazil",-8.0094005,-34.8887121,PORTO DA MADEIRA
PC ALEIXO DE OLIVEIRA-01,IPSEP,6,SUL,"R. Adolfo Faro, 1 - Ipsep, Recife - PE, 51350-420, Brazil",-8.1123306,-34.9243101,IPSEP
PC ALFREDO OZARIO,TAMARINEIRA,3,NOROESTE,"R. São Vicente, 228 - Tamarineira, Recife - PE, 52051-160, Brazil",-8.02837823194217,-34.9059248455327,TAMARINEIRA
PC ALICE DE ALBUQUERQUE-01,CAJUEIRO,2,NORTE,"R. Adolfo Simões Barbosa, 729 - Cajueiro, Recife - PE, 52221-150, Brazil",-8.0125194,-34.8837992,CAJUEIRO
PC ALTO DA SERRINHA-01,ALTO SANTA TEREZINHA,2,NORTE,"R. Alto da Serrinha, 996 - Alto José Bonifacio, Recife - PE, 52080-290, Brazil",-8.0129213,-34.9107823,ALTO SANTA TEREZINHA
PC ALTO JOSE DO PINHO-01,ALTO JOSE DO PINHO,3,NOROESTE,"R. Severino Bernardino Pereira, 351 - Alto José do Pinho, Recife - PE, 52110-460, Brazil",-8.02233143262583,-34.906250881298,ALTO JOSE DO PINHO
PC AMARO ALBINO PIMENTEL-01,TAMARINEIRA,3,NOROESTE,"R. Eng. Agamenon Magalhães de Melo, 64 - Tamarineira, Recife - PE, 52050-552, Brazil",-8.0293038,-34.8972384,TAMARINEIRA
PC ANTONIO BEZERRA PONTES,AREIAS,5,SUDESTE,"Praça do Sena, 163 - Areias, Recife - PE, 50870-782, Brazil",-8.0967943,-34.9339466,AREIAS
PC ANTONIO LUIZ NETO,ARURDA,2,NORTE,"R. Desportista Valdir Santana, 65 - Ponto de Parada, Recife - PE, 52041-450, Brazil",-8.028103,-34.8906076,ARURDA
PC ARAO BOTLER,CAJUEIRO,2,NORTE,"Rua Cidade Monteiro, 380 - Porto da Madeira, Recife - PE, 52221-210, Brazil",-8.007036,-34.8870998,CAJUEIRO
PC ARARI FERREIRA FONSECA-01,IPUTINGA,4,OESTE,"R. José Peregrino, 33 - Iputinga, Recife - PE, 50690-370, Brazil",-8.0306268,-34.9362843,IPUTINGA
PC ARENA ESTANCIA-01,ESTÂNCIA,5,SUDESTE,"R. Rocha Pombo, 26 - Estância, Recife - PE, 50865-090, Brazil",-8.0823729,-34.9317705,ESTANCIA
PC ARQUITETA MARIA LUCIA-01,IPSEP,6,SUL,"Praça Maria Lúcia - R. Américo de Campos, 87 - Ipsep, Recife - PE, 51350-590, Brazil",-8.10388164233312,-34.9267712807008,IPSEP
PC ARSENAL-01,SANTO ANTONIO,1,CENTRO,"Praça do Arsenal da Marinha, S. n. Predio do Paço do Frevo, 1o. Andar - Recife, PE, 50030-210, Brazil",-8.06098721562961,-34.8712754394942,SANTO ANTONIO
PC ASCENCAO FERREIRA-01,SANTO ANTONIO,1,CENTRO,"R. Me. de Deus, 243 - Recife, PE, 50030-110, Brazil",-8.0624949,-34.8736728,SANTO ANTONIO
PC BATALHA DA QUADRA-01,POCO DA PANELA,3,NOROESTE,"Estr. Real do Poço, 494 - Poço da Panela, Recife - PE, 52061-200, Brazil",-8.03661806617319,-34.9248201305151,POCO DA PANELA
PC BATISTA DA SILVA-01,TORRE,4,OESTE,"R. Prof. Trajano de Mendonça, 340 - Torre, Recife - PE, 50710-200, Brazil",-8.0440251,-34.9093407,TORRE
PC BERARDO-01,MADALENA,4,OESTE,"R. João Crescêncio, 109 - Madalena, Recife - PE, 50720-300, Brazil",-8.05657953948613,-34.9124950348305,MADALENA
PC BRASILIT-01,VARZEA,4,OESTE,"R. Eng. Vasconcelos Bittencourt, 86 - Várzea, Recife - PE, 50740-180, Brazil",-8.0414278,-34.9503072,VARZEA
PC BURACO DA GATA (QUADRA 3 CARNEIROS)-01,COHAB,6,SUL,"R. Cap. João de Albuquerque, 10 - Ibura Ur Quatro, Recife - PE, 51320-660, Brazil",-8.12872113745269,-34.9469791273667,COHAB
PC CAIS VILA DO VINTEM-02,CASA FORTE,3,NOROESTE,"R. Dr. João Santos Filho, 17 - Parnamirim, Recife - PE, 52060-615, Brazil",-8.03748327818956,-34.9104805693287,CASA FORTE
PC CAIS VILA VINTEM-01,CASA FORTE,3,NOROESTE,"R. Dr. João Santos Filho, 17 - Parnamirim, Recife - PE, 52060-615, Brazil",-8.03748327818956,-34.9104805693287,CASA FORTE
PC CAPIBA - CAJUEIRO,CAJUEIRO,2,NORTE,"R. Urca, 54 - Cajueiro, Recife - PE, 52221-360, Brazil",-8.00885396075627,-34.8853585177254,CAJUEIRO
PC CASA FORTE-01,CASA FORTE,3,NOROESTE,"Empresarial Alcides Fernandes - Praça de Casa Forte, 381 - sala 505 - Casa Forte, Recife - PE, 52061-420, Brazil",-8.03462414516641,-34.9194193892075,CASA FORTE
PC CASA FORTE-02,CASA FORTE,3,NOROESTE,"Praça de Casa Forte, 454 - Casa Forte, Recife - PE, 52061-420, Brazil",-8.03426656953847,-34.9194728620465,CASA FORTE
PC CASA FORTE-03,CASA FORTE,3,NOROESTE,"Praça de Casa Forte, 430 - Casa Forte, Recife - PE, 52061-420, Brazil",-8.03441860373689,-34.9195321848182,CASA FORTE
PC CASA FORTE-04,CASA FORTE,3,NOROESTE,"Praça de Casa Forte, 430 - Casa Forte, Recife - PE, 52061-420, Brazil",-8.03466738684785,-34.9196368720623,CASA FORTE
PC CASA FORTE-05,CASA FORTE,3,NOROESTE,"Praça de Casa Forte, 52 - Casa Forte, Recife - PE, 52061-420, Brazil",-8.03483669748894,-34.919270466708,CASA FORTE
PC CASA FORTE-06,CASA FORTE,3,NOROESTE,"Praça de Casa Forte, 403 - Casa Forte, Recife - PE, 52061-420, Brazil",-8.03431494406233,-34.9190157277473,CASA FORTE
PC CASTRO ALVES-01,ENCRUZILHADA,2,NORTE,"R. Castro Alves, 410 - Torreão, Recife - PE, 52030-060, Brazil",-8.0398078,-34.8870045,ENCRUZILHADA
PC CHICO SCIENCE-01,ILHA DO RETIRO,4,OESTE,"Av. Sport Clube do Recife, 2 - Ilha do Retiro, Recife - PE, 50750-500, Brazil",-8.0619254,-34.9015502,ILHA DO RETIRO
PC CHORA MENINO-01,PAISSANDU,1,CENTRO,"Av. Lins Petit, 3 - Boa Vista, Recife - PE, 50070-230, Brazil",-8.06045532087026,-34.8948385861863,PAISSANDU
PC CICERO DIAS,IBURA,6,SUL,"Praça Artista Plástico Cícero Dias - UR-5 - COHAB, Recife - PE, 51320-130, Brazil",-8.13274941009959,-34.9496957941446,IBURA
PC CIDADE DO PORTO,BOA VIAGEM,6,SUL,"R. Sen. Hélio Coutinho, 214 - Boa Viagem, Recife - PE, 51111-160, Brazil",-8.1058056,-34.8894385,BOA VIAGEM
PC COMP ANTONIO MARIA-01,SANTANA,3,NOROESTE,"R. Afonso de Albuquerque Melo, 101a - Santana, Recife - PE, 52060-450, Brazil",-8.0402063,-34.9147795,SANTANA
PC CONSELHEIRO JOAO ALFREDO-01,MADALENA,4,OESTE,"Pista Local - R. Benfica, 114 - Madalena, Recife - PE, 50720-001, Brazil",-8.0572262,-34.9086446,MADALENA
PC COQUE E ARREDORES-02,JOANA BEZERRA,1,CENTRO,"Pte. José de Barros Lima, 1002 - Ilha Joana Bezerra, Recife - PE, 50030-230, Brazil",-8.06977428266961,-34.8971016625824,JOANA BEZERRA
PC CRISTINA VALENCA-01,BRASÍLIA TEIMOSA,6,SUL,"R. Artur Bernardes, 96 - Brasília Teimosa, Recife - PE, 51010-130, Brazil",-8.0858735,-34.8794689,BRASILIA TEIMOSA
PC CRISTO REI-01,COHAB,6,SUL,"Parque Diamantino - R. Diamantino, 30 - COHAB, Recife - PE, 51340-550, Brazil",-8.1206607,-34.9547272,COHAB
PC DA AMIZADE-01,TORRÕES,4,OESTE,"R. Nossa Sra. da Penha, 90 - Torrões, Recife - PE, 50761-150, Brazil",-8.0651583,-34.934843,TORROES
PC DA AV MAURICIO DE NASSAU-01,CORDEIRO,4,OESTE,"R. Odete Monteiro, 12 - Cordeiro, Recife - PE, 50711-440, Brazil",-8.0434061,-34.9224808,CORDEIRO
PC DA COMUNIDADE,COHAB,6,SUL,"R. Rio Indaiá, 99 - COHAB, Recife - PE, 51280-010, Brazil",-8.1161396,-34.9476455,COHAB
PC DA CONVENCAO-01,BEBERIBE,2,NORTE,"Praça da Convenção, 196 - Beberibe, Recife - PE, 52130-470, Brazil",-8.00261627306729,-34.8973744423293,BEBERIBE
PC DA CRIANCA ALEXANDRA VILMA,COHAB,6,SUL,"R. Dr. Benígno Jordão de Vasconcelos, 736 - COHAB, Recife - PE, 51280-400, Brazil",-8.1193922,-34.9505425,COHAB
PC DA IGREJA-01,COHAB,6,SUL,"R. Quinze de Novembro, 65 - COHAB, Recife - PE, 51345-060, Brazil",-8.114718,-34.9519652,COHAB
PC DA MENTIRA-01,AREIAS,5,SUDESTE,"R. Cap. Amaro Cerqueira, 40 - Areias, Recife - PE, 50870-360, Brazil",-8.0967964,-34.9329006,AREIAS
PC DA QUADRA/VASCO,VASCO DA GAMA,3,NOROESTE,"R. Cassatuba, 69 - Vasco da Gama, Recife - PE, 52081-100, Brazil",-8.0127297,-34.9212696,VASCO DA GAMA
PC DA REDENCAO-01,ENGENHO DO MEIO,4,OESTE,"R. Gov. Lopo Garro, 347 - Engenho do Meio, Recife - PE, 50730-285, Brazil",-8.0555405,-34.9458994,ENGENHO DO MEIO
PC DA RESTAURACAO-01,SÃO JOSÉ,1,CENTRO,"R.Floriano Peixoto, 308 - São José, Recife - PE, 50020-060, Brazil",-8.067591,-34.8831217,SAO JOSE
PC DA RUA AGUA PRETA-01,COHAB,6,SUL,"R. Vitória de Santo Antão, 141 - COHAB, Recife - PE, 51290-370, Brazil",-8.1228931,-34.9472378,COHAB
PC DA RUA CARLOS GOMES-01,PRADO,4,OESTE,"R. Gomes Taborda, 58 - Cordeiro, Recife - PE, 50720-150, Brazil",-8.058709,-34.912475,PRADO
PC DA RUA CLOTILDE DE MACHADO,IPSEP,6,SUL,"Praça do Ipê - R. Dr. Raposo Pinto, 452-500 - Ipsep, Recife - PE, 51350-240, Brazil",-8.108475,-34.9223228,IPSEP
PC DA RUA CORDISLANDIA-01,IPUTINGA,4,OESTE,"R. Dr. Nina Rodrigues, 26 - Iputinga, Recife - PE, 50731-280, Brazil",-8.0396846167993,-34.9347217581835,IPUTINGA
PC DA RUA GUARABIRA,GUABIRABA,3,NOROESTE,"Campo de Futebol - Imbiribeira, Recife - PE, 51160-060, Brazil",-8.1141725,-34.9075084,GUABIRABA
PC DA RUA JOAQUIM DE BRITO-01,ILHA DO LEITE,1,CENTRO,"R. Joaquim de Brito, 123 - Boa Vista, Recife - PE, 50070-280, Brazil",-8.06210264278334,-34.8926659034695,ILHA DO LEITE
PC DA RUA JUNQUEIRA FREIRE-01,IPSEP,6,SUL,"R. José Pímentel, 184 - Ipsep, Recife - PE, 51190-650, Brazil",-8.1153727,-34.9194676,IPSEP
PC DA RUA PROFESSOR AVERTANO ROCHA-01,TORRÕES,4,OESTE,"R. Dr. Domingos de Abreu Vasconcelos, 183 - Torrões, Recife - PE, 50761-220, Brazil",-8.0668741,-34.9337283,TORROES
PC DA RUA ROSA M MELO-01,IPSEP,6,SUL,"R. Dep. Édson Mouri Fernandes, 46 - Ipsep, Recife - PE, 51350-670, Brazil",-8.1088085,-34.9267839,IPSEP
PC DA RUA VARZEA AGAPE-01,VARZEA,4,OESTE,"R. Estevão de Sá, 10 - Várzea, Recife - PE, 50740-270, Brazil",-8.0363121,-34.9466471,VARZEA
PC DA VITORIA-01,AREIAS,5,SUDESTE,"R. Cap. Gregório de Albuquerque, 687 - Areias, Recife - PE, 50870-260, Brazil",-8.0941815,-34.9342371,AREIAS
PC DAS CRIANCAS-01,AREIAS,5,SUDESTE,"R. Cap. Paulo Teixeira, 31 - Areias, Recife - PE, 50870-330, Brazil",-8.09871570109981,-34.9335568757177,AREIAS
PC DE APIPUCOS-01,APIPUCOS,3,,"R. de Apipucos, 521 - Apipucos, Recife - PE, 52071-640, Brazil",-8.0234581,-34.9306012,APIPUCOS
PC DE CAMPO GRANDE-01,CAMPO GRANDE,2,NORTE,"Praça de Campo Grande, 32 - Campo Grande, Recife - PE, 52031-001, Brazil",-8.0323628443499,-34.8780287252014,CAMPO GRANDE
PC DE TODOS OS SANTOS,IBURA,6,SUL,"R. Ilhéus, 74 - COHAB, Recife - PE, 51340-410, Brazil",-8.1211838,-34.9536334,IBURA
PC DERBY-01,DERBY,3,NOROESTE,"Praça do Derby, 18031 - Derby, Recife - PE, 52010-140, Brazil",-8.05689714666578,-34.8987796588849,DERBY
PC DERBY-02,DERBY,3,NOROESTE,"Av. Agamenon Magalhães Pista Local - Praça do Derby. Derby - Derby, Recife - PE, 52021-170, Brazil",-8.05722906659953,-34.8985061146748,DERBY
PC DERBY-03,DERBY,3,NOROESTE,"Av. Gov. Agamenon Magalhães, 256 - Espinheiro, Recife - PE, 52010-075, Brazil",-8.05608706757774,-34.8984214577622,DERBY
PC DERBY-04,DERBY,3,NOROESTE,"Praça do Derby, 1 - Derby, Recife - PE, 52010-140, Brazil",-8.05604648109326,-34.8999517887704,DERBY
PC DESEMBARGADOR XAVIER PAES BARRETO,IPSEP,6,SUL,"R. Vicente Licínio, 47 - Ipsep, Recife - PE, 51190-690, Brazil",-8.1177614,-34.9205099,IPSEP
PC DESENHISTA EULINO SANTOS-01,ARRUDA,2,NORTE,"R. da Regeneração, 205 B - Água Fria, Recife - PE, 52120-300, Brazil",-8.02264008184245,-34.8831568910568,ARRUDA
PC DIARIO-01,SANTO ANTONIO,1,CENTRO,"Av. Dantas Barreto, 91 - Santo Antônio, Recife - PE, 50010-360, Brazil",-8.06441428225501,-34.878461826738,SANTO ANTONIO
PC DO BOM PASTOR-01,IPUTINGA,4,OESTE,"Praça Bom Pastor, 1320 - Iputinga, Recife - PE, 50670-630, Brazil",-8.04859776367154,-34.9402177945857,IPUTINGA
PC DO CAMPO SANTO-01,SANTO AMARO,1,CENTRO,"Baobá de Iansã - Praça do Campo Santo - Santo Amaro, Recife - PE, 52120-092, Brazil",-8.0498943419271,-34.882511419276,SANTO AMARO
PC DO COLEGIO JARBAS PERNAMBUCANO-01,CAJUEIRO,2,NORTE,"Praça Tobias Vitórino da Silva, 30 - Cajueiro, Recife - PE, 52221-140, Brazil",-8.01249499548778,-34.8864642513013,CAJUEIRO
PC DO ESCORREGO-01,COHAB,6,SUL,"R. Rio Arinos, 2-42 - COHAB, Recife - PE, 51280-220, Brazil",-8.1176165,-34.9468895,COHAB
PC DO FINADO LEITEIRO-01,COHAB,6,SUL,"R. Serra Bonga, 92 - COHAB, Recife - PE, 51290-160, Brazil",-8.11974332750506,-34.9472680105899,COHAB
PC DO FUNDAO-01,FUNDÃO,2,NORTE,"Av. Beberibe, 2759 - Fundão, Recife - PE, 52130-135, Brazil",-8.0146097,-34.8898762,FUNDAO
PC DO INTERNACIONAL-01,MADALENA,4,OESTE,"R. Benfica, 39 - Madalena, Recife - PE, 50720-001, Brazil",-8.05784798,-34.9041856,MADALENA
PC DO MONTEIRO (COHAB)-01,COHAB,6,SUL,"Rua Sargento Rúbens Leite, 163 - COHAB, Recife - PE, 51300-240, Brazil",-8.1274858,-34.9457903,COHAB
PC DO ROSARIO-01,VARZEA,4,OESTE,"R. João Fernandes Viêira, 447 - Boa Vista, Recife - PE, 50050-215, Brazil",-8.05629834005433,-34.8899887435849,VARZEA
PC DOM DIOGO CAMARAO-01,CORDEIRO,4,OESTE,"R. Doná Antônia Bezerra, 15 - Cordeiro, Recife - PE, 50640-250, Brazil",-8.0601913,-34.9286938,CORDEIRO
PC DOM JOSE PEREIRA ALVES,CORDEIRO,4,OESTE,"R. Dom José Pereira Alves, 105 - Cordeiro, Recife - PE, 50721-020, Brazil",-8.0492099,-34.9253704,CORDEIRO
PC DOM MIGUEL VALVERDE (PQ DA INFANCIA)-01,ENCRUZILHADA,2,NORTE,"R. Prof. Otávio de Freitas, 370 - Encruzilhada, Recife - PE, 52041-120, Brazil",-8.03359916620341,-34.8926626402169,ENCRUZILHADA
PC DOM MIGUEL VALVERDE (PQ DA INFANCIA)-02,ENCRUZILHADA,2,NORTE,"R. Prof. Otávio de Freitas, 370 - Encruzilhada, Recife - PE, 52041-120, Brazil",-8.03359916620341,-34.8926626402169,ENCRUZILHADA
PC DOMINGOS GIOVANETTI-01,MADALENA,4,OESTE,"R. Padre Anchieta, 25 - Torre, Recife - PE, 50710-432, Brazil",-8.04692703503524,-34.904383538878,MADALENA
PC DONA LINDU-01,BOA VIAGEM,6,SUL,"Dona Lindu - Av. Boa Viagem, s/n - Boa Viagem, Recife - PE, 51030-010, Brazil",-8.14127234409541,-34.9041155531785,BOA VIAGEM
PC DONA LINDU-02,BOA VIAGEM,6,SUL,"Dona Lindu - Av. Boa Viagem, s/n - Boa Viagem, Recife - PE, 51030-010, Brazil",-8.14127234409541,-34.9041155531786,BOA VIAGEM
PC DONA LINDU-03,BOA VIAGEM,6,SUL,"Dona Lindu - Av. Boa Viagem, s/n - Boa Viagem, Recife - PE, 51030-010, Brazil",-8.14127234409541,-34.9041155531787,BOA VIAGEM
PC DOUTOR JULIO CAMPELO,IPUTINGA,4,OESTE,"Rua José Pessoa de Queiroz, 8 - Iputinga, Recife - PE, 50680-240, Brazil",-8.03216038130579,-34.9313702041937,IPUTINGA
PC DR ADOLFO CIRNE-01,BOA VISTA,1,CENTRO,"R. do Hospício, 563 - Boa Vista, Recife - PE, 50050-050, Brazil",-8.0580628,-34.8835213,BOA VISTA
PC DR FERNANDO FIGUEIRA-01,ILHA DO LEITE,1,CENTRO,"R. Minas Gerais, 5a - Ilha do Leite, Recife - PE, 50070-400, Brazil",-8.06495323815321,-34.8932252212764,ILHA DO LEITE
PC DR JOSE DE MELO-01,PARNAMIRIM,3,NOROESTE,"R. Sebastião Malta Arcoverde, 160 - Parnamirim, Recife - PE, 52060-070, Brazil",-8.0332201,-34.9075393,PARNAMIRIM
PC DR JOSE VILELA-01,PARNAMIRIM,3,NOROESTE,"Av. Dezessete de Agosto, 436 - Parnamirim, Recife - PE, 52060-590, Brazil",-8.0358682,-34.9131731,PARNAMIRIM
PC DR LULA CABRAL DE MELO-01,PARNAMIRIM,3,NOROESTE,"Av. Dezessete de Agosto, 436 - Parnamirim, Recife - PE, 52060-590, Brazil",-8.0358682,-34.9131731,PARNAMIRIM
PC DR PEDRO ALVES NETO-01,AGUA FRIA,2,NORTE,"Av. Beberibe, 2759 - Fundão, Recife - PE, 52130-135, Brazil",-8.0146097,-34.8898762,AGUA FRIA
PC DR PEDRO CAVALCANTI-01,TAMARINEIRA,3,NOROESTE,"R. Neto de Mendonça, 165 - Tamarineira, Recife - PE, 52050-100, Brazil",-8.0353469,-34.9003973,TAMARINEIRA
PC ECA DE QUEIROZ-01,MADALENA,4,OESTE,"Monumento da Praça - Praça Eça de Queiroz - Madalena, Recife - PE, 50610-590, Brazil",-8.05054019776173,-34.9071571292742,MADALENA
PC EDUARDO CARDOSO-01,AREIAS,5,SUDESTE,"Praça Eduardo Cardoso - R. Cap. Gregório de Albuquerque - Areias, Recife - PE, 50870-800, Brazil",-8.0964796562122,-34.9311387269831,AREIAS
PC EL SALVADOR-01,JARDIM SAO PAULO,5,SUDESTE,"Elderly Park - Av. São Paulo, 616-628 - Jardim São Paulo, Recife - PE, 50910-250, Brazil",-8.08041640000142,-34.9403244307063,JARDIM SAO PAULO
PC ELVIRA ANDRADE DE SOUZA-01,GRACAS,3,NOROESTE,"R. Souza de Andrade, 5 - Graças, Recife - PE, 52050-252, Brazil",-8.043457,-34.90107,GRACAS
PC ENGENHO DO MEIO-01,ENGENHO DO MEIO,4,OESTE,"R. Antônio Curado, S/N - Engenho do Meio, Recife - PE, 50730-180, Brazil",-8.05699849420371,-34.9425551487816,ENGENHO DO MEIO
PC ENTRONCAMENTO-01,GRACAS,3,NOROESTE,"Praça do Entroncamento, 42 - Graças, Recife - PE, 52011-300, Brazil",-8.05063095367385,-34.897089570167,GRACAS
PC ESMERALDA,COHAB,6,SUL,"R. Engenho Cabuçu, 25 - COHAB, Recife - PE, 51270-370, Brazil",-8.1147853,-34.9468543,COHAB
PC ESPERANCA,ZUMBI,4,OESTE,"R. Caratinga, 62 - Zumbi, Recife - PE, 50720-493, Brazil",-8.0539383,-34.9162271,ZUMBI
PC ESTEVAO DE SA-01,VARZEA,4,OESTE,"Av. Caxangá, 855 - Madalena, Recife - PE, 50720-655, Brazil",-8.03622161858862,-34.9471547502538,VARZEA
